,Data,Vendedor,Cargo,Cliente,UF,Vendas
816,2014-01-07,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,"WarioWare, Inc.",MT,1139.06
817,2014-01-07,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,"WarioWare, Inc.",PA,4568.2
818,2014-01-07,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,"WarioWare, Inc.",PB,3942.88
819,2014-01-07,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,"WarioWare, Inc.",PI,4394.69
820,2014-01-07,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,"WarioWare, Inc.",PR,5109.51
821,2014-01-07,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,"WarioWare, Inc.",RJ,8938.08
822,2014-01-07,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,"WarioWare, Inc.",RR,9393.05
823,2014-01-07,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,"WarioWare, Inc.",RS,1378.63
824,2014-01-07,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,"WarioWare, Inc.",SE,8989.04
825,2014-01-07,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,"WarioWare, Inc.",TO,6995.82
826,2014-01-07,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,"WarioWare, Inc.",AC,5847.83
827,2014-01-07,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,"WarioWare, Inc.",AL,3620.92
828,2014-01-07,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,"WarioWare, Inc.",AM,2702.33
829,2014-01-07,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,"WarioWare, Inc.",AP,8102.47
830,2014-01-07,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,"WarioWare, Inc.",BA,6093.48
831,2014-01-07,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,"WarioWare, Inc.",MA,4085.43
832,2014-01-07,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,"WarioWare, Inc.",MS,1352.37
833,2014-01-07,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,"WarioWare, Inc.",MT,4407.24
834,2014-01-07,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,"WarioWare, Inc.",PE,3467.8
835,2014-01-07,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,"WarioWare, Inc.",PR,6742.73
836,2014-01-07,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,"WarioWare, Inc.",RJ,1941.62
837,2014-01-07,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,"WarioWare, Inc.",RR,1166.67
838,2014-01-07,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,"WarioWare, Inc.",RS,6464.03
839,2014-01-07,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,"WarioWare, Inc.",SC,5705.49
1305,2014-01-11,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Oceanic Airlines,AL,5386.14
1306,2014-01-11,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Oceanic Airlines,BA,5810.0
1307,2014-01-11,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Oceanic Airlines,ES,6709.25
1308,2014-01-11,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Oceanic Airlines,MG,2308.39
1309,2014-01-11,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Oceanic Airlines,PR,9174.22
1310,2014-01-11,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Oceanic Airlines,RJ,5049.55
1311,2014-01-11,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Oceanic Airlines,RO,3759.96
1312,2014-01-11,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Oceanic Airlines,SE,3407.15
1313,2014-01-11,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Oceanic Airlines,SP,9193.36
1694,2014-01-15,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Planeta Diário,AL,6470.07
1695,2014-01-15,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Planeta Diário,AM,5946.21
1696,2014-01-15,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Planeta Diário,AP,2970.38
1697,2014-01-15,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Planeta Diário,CE,2861.43
1698,2014-01-15,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Planeta Diário,ES,5596.65
1699,2014-01-15,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Planeta Diário,PA,5764.79
1700,2014-01-15,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Planeta Diário,PB,9060.06
1701,2014-01-15,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Planeta Diário,PE,6433.19
1702,2014-01-15,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Planeta Diário,PI,9198.58
1703,2014-01-15,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Planeta Diário,RJ,4218.73
1704,2014-01-15,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Planeta Diário,RR,1036.35
1705,2014-01-15,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Planeta Diário,RS,1735.98
1706,2014-01-15,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Planeta Diário,SE,3859.71
1828,2014-01-16,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Grupo Capivara,AC,8610.32
1829,2014-01-16,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Grupo Capivara,AL,5899.93
1830,2014-01-16,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Grupo Capivara,AM,4450.11
1831,2014-01-16,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Grupo Capivara,BA,8349.06
1832,2014-01-16,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Grupo Capivara,CE,4282.99
1833,2014-01-16,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Grupo Capivara,MG,4005.13
1834,2014-01-16,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Grupo Capivara,MS,7795.72
1835,2014-01-16,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Grupo Capivara,MT,2687.66
1836,2014-01-16,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Grupo Capivara,PB,1800.76
1837,2014-01-16,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Grupo Capivara,PR,3292.04
1838,2014-01-16,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Grupo Capivara,RJ,6746.0
1839,2014-01-16,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Grupo Capivara,SC,5364.31
1840,2014-01-16,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Grupo Capivara,TO,5403.97
2032,2014-01-18,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,"WarioWare, Inc.",AC,5453.49
2033,2014-01-18,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,"WarioWare, Inc.",AP,3238.75
2034,2014-01-18,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,"WarioWare, Inc.",BA,1878.21
2035,2014-01-18,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,"WarioWare, Inc.",ES,2727.51
2036,2014-01-18,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,"WarioWare, Inc.",GO,4865.94
2037,2014-01-18,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,"WarioWare, Inc.",MA,4300.53
2038,2014-01-18,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,"WarioWare, Inc.",PB,9412.79
2039,2014-01-18,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,"WarioWare, Inc.",PR,9780.37
2040,2014-01-18,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,"WarioWare, Inc.",RO,2647.15
2041,2014-01-18,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,"WarioWare, Inc.",RR,9859.43
2042,2014-01-18,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,"WarioWare, Inc.",SE,6713.55
2043,2014-01-18,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,"WarioWare, Inc.",SP,3877.91
2044,2014-01-18,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,"WarioWare, Inc.",TO,6200.43
2160,2014-01-19,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Megacorporação,AC,3970.5
2161,2014-01-19,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Megacorporação,AM,8160.67
2162,2014-01-19,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Megacorporação,MT,9314.32
2163,2014-01-19,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Megacorporação,PA,8198.68
2164,2014-01-19,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Megacorporação,PE,3620.89
2165,2014-01-19,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Megacorporação,PI,5151.5
2166,2014-01-19,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Megacorporação,RO,7853.26
2167,2014-01-19,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Megacorporação,RR,8963.64
2168,2014-01-19,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Megacorporação,RS,3353.19
2169,2014-01-19,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Megacorporação,SC,4606.76
2170,2014-01-19,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Megacorporação,TO,1124.14
2171,2014-01-19,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Stark Industries,AM,9609.84
2172,2014-01-19,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Stark Industries,BA,8689.82
2173,2014-01-19,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Stark Industries,CE,9851.91
2174,2014-01-19,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Stark Industries,ES,6629.71
2175,2014-01-19,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Stark Industries,MS,1561.97
2176,2014-01-19,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Stark Industries,PB,7076.93
2177,2014-01-19,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Stark Industries,PE,7249.93
2178,2014-01-19,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Stark Industries,RN,6398.98
2179,2014-01-19,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Stark Industries,RR,6070.67
2180,2014-01-19,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Stark Industries,RS,9571.07
2181,2014-01-19,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Stark Industries,SP,5482.36
2284,2014-01-20,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Stark Industries,AL,2878.52
2285,2014-01-20,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Stark Industries,AM,9049.55
2286,2014-01-20,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Stark Industries,AP,3049.01
2287,2014-01-20,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Stark Industries,MA,8372.87
2288,2014-01-20,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Stark Industries,MG,6136.63
2289,2014-01-20,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Stark Industries,PB,2919.95
2290,2014-01-20,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Stark Industries,PE,7817.7
2291,2014-01-20,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Stark Industries,PI,3767.94
2292,2014-01-20,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Stark Industries,PR,4646.44
2293,2014-01-20,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Stark Industries,RJ,2452.13
2294,2014-01-20,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Stark Industries,RN,8954.76
2295,2014-01-20,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Stark Industries,RO,4653.57
2296,2014-01-20,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Stark Industries,RR,8082.18
2297,2014-01-20,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Stark Industries,RS,4244.77
2298,2014-01-20,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Stark Industries,SC,9993.86
2299,2014-01-20,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Stark Industries,SE,2263.86
2300,2014-01-20,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Stark Industries,TO,4428.52
2621,2014-01-23,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,"Crane, Poole & Schmidt",MA,5826.36
2622,2014-01-23,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,"Crane, Poole & Schmidt",MG,8012.56
2623,2014-01-23,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,"Crane, Poole & Schmidt",MS,6059.28
2624,2014-01-23,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,"Crane, Poole & Schmidt",PB,9476.2
2625,2014-01-23,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,"Crane, Poole & Schmidt",PR,6191.04
2626,2014-01-23,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,"Crane, Poole & Schmidt",RN,5791.91
2627,2014-01-23,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,"Crane, Poole & Schmidt",RO,8851.33
2628,2014-01-23,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,"Crane, Poole & Schmidt",RS,8116.11
2629,2014-01-23,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,"Crane, Poole & Schmidt",SC,9951.95
2630,2014-01-23,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,"Crane, Poole & Schmidt",TO,9135.5
2906,2014-01-25,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,NightMare Enterprises,BA,9143.57
2907,2014-01-25,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,NightMare Enterprises,ES,5733.62
2908,2014-01-25,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,NightMare Enterprises,MA,7456.64
2909,2014-01-25,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,NightMare Enterprises,MG,8544.74
2910,2014-01-25,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,NightMare Enterprises,PE,9786.25
2911,2014-01-25,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,NightMare Enterprises,PI,9508.15
2912,2014-01-25,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,NightMare Enterprises,RJ,8796.24
2913,2014-01-25,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,NightMare Enterprises,RS,4757.39
2914,2014-01-25,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,NightMare Enterprises,SC,2573.96
2915,2014-01-25,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,NightMare Enterprises,SE,1238.73
2916,2014-01-25,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,NightMare Enterprises,SP,8484.0
2917,2014-01-25,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,NightMare Enterprises,TO,8051.98
2957,2014-01-26,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Megacorporação,AC,3704.76
2958,2014-01-26,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Megacorporação,AM,1955.57
2959,2014-01-26,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Megacorporação,BA,6707.19
2960,2014-01-26,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Megacorporação,GO,9911.1
2961,2014-01-26,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Megacorporação,PA,6030.62
2962,2014-01-26,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Megacorporação,PB,4965.17
2963,2014-01-26,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Megacorporação,PI,4478.57
2964,2014-01-26,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Megacorporação,RJ,1798.69
2965,2014-01-26,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Megacorporação,RN,3154.41
2966,2014-01-26,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Megacorporação,RR,8726.47
2967,2014-01-26,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Megacorporação,RS,6315.25
2968,2014-01-26,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Megacorporação,SE,8783.54
2969,2014-01-26,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Megacorporação,SP,4733.02
2970,2014-01-26,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Megacorporação,TO,4934.05
3153,2014-01-28,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Queen Industries,AL,4238.4
3154,2014-01-28,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Queen Industries,AP,7636.36
3155,2014-01-28,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Queen Industries,BA,7183.14
3156,2014-01-28,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Queen Industries,CE,9104.15
3157,2014-01-28,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Queen Industries,GO,4297.89
3158,2014-01-28,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Queen Industries,MG,6520.33
3159,2014-01-28,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Queen Industries,PA,4063.48
3160,2014-01-28,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Queen Industries,PB,3874.77
3161,2014-01-28,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Queen Industries,PE,6561.3
3162,2014-01-28,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Queen Industries,PI,4798.02
3163,2014-01-28,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Queen Industries,PR,6153.75
3164,2014-01-28,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Queen Industries,RJ,5626.51
3165,2014-01-28,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Queen Industries,RN,5852.53
3166,2014-01-28,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Queen Industries,RR,2468.4
3167,2014-01-28,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Queen Industries,SE,4246.86
3603,2014-02-01,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,InGen,AC,5994.24
3604,2014-02-01,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,InGen,AM,7174.94
3605,2014-02-01,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,InGen,AP,9068.34
3606,2014-02-01,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,InGen,BA,4812.03
3607,2014-02-01,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,InGen,MA,7762.84
3608,2014-02-01,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,InGen,MG,4330.52
3609,2014-02-01,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,InGen,MS,9954.67
3610,2014-02-01,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,InGen,MT,3551.23
3611,2014-02-01,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,InGen,PA,2044.44
3612,2014-02-01,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,InGen,PB,6227.72
3613,2014-02-01,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,InGen,RN,7732.05
3614,2014-02-01,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,InGen,SC,8410.31
3615,2014-02-01,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,InGen,SE,9242.89
3616,2014-02-01,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Queen Industries,AC,1442.33
3617,2014-02-01,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Queen Industries,AL,6803.35
3618,2014-02-01,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Queen Industries,BA,6346.23
3619,2014-02-01,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Queen Industries,GO,7915.19
3620,2014-02-01,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Queen Industries,MA,8708.61
3621,2014-02-01,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Queen Industries,MS,5984.91
3622,2014-02-01,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Queen Industries,PA,1300.5
3623,2014-02-01,Pedro Lucas Ferreira dos Santos,Coordenador de Vendas Sr.,Queen Industries,RJ,5297.04
