,Data,Vendedor,Cargo,Cliente,UF,Vendas
1381,2014-01-12,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,ACME,RO,3328.67
1382,2014-01-12,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,ACME,RS,9381.92
1383,2014-01-12,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,ACME,TO,4515.14
1384,2014-01-12,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Umbrella Corporation,AC,7035.49
1385,2014-01-12,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Umbrella Corporation,AL,6323.2
1386,2014-01-12,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Umbrella Corporation,BA,2227.76
1387,2014-01-12,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Umbrella Corporation,ES,9793.42
1388,2014-01-12,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Umbrella Corporation,GO,4544.4
1389,2014-01-12,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Umbrella Corporation,MG,3127.27
1390,2014-01-12,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Umbrella Corporation,MS,2370.07
1391,2014-01-12,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Umbrella Corporation,PA,4642.01
1392,2014-01-12,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Umbrella Corporation,PE,6245.14
1393,2014-01-12,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Umbrella Corporation,RR,3495.53
1394,2014-01-12,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Umbrella Corporation,RS,6754.29
1395,2014-01-12,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Umbrella Corporation,SP,4002.2
1464,2014-01-13,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,InGen,AP,9459.27
1465,2014-01-13,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,InGen,ES,6052.31
1466,2014-01-13,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,InGen,MA,8451.8
1467,2014-01-13,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,InGen,MG,9271.18
1468,2014-01-13,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,InGen,PB,8897.69
1469,2014-01-13,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,InGen,PE,2285.69
1470,2014-01-13,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,InGen,PR,8736.63
1471,2014-01-13,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,InGen,RN,4501.91
1472,2014-01-13,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,InGen,RO,5460.99
1473,2014-01-13,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,InGen,RS,8469.9
1474,2014-01-13,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,InGen,SC,1324.55
1475,2014-01-13,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,InGen,TO,9918.04
1476,2014-01-13,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,NightMare Enterprises,AL,9993.44
1477,2014-01-13,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,NightMare Enterprises,AP,4516.24
1478,2014-01-13,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,NightMare Enterprises,CE,5616.99
1479,2014-01-13,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,NightMare Enterprises,ES,7297.56
1480,2014-01-13,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,NightMare Enterprises,MA,1996.7
1481,2014-01-13,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,NightMare Enterprises,PB,4601.77
1482,2014-01-13,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,NightMare Enterprises,PE,5384.67
1483,2014-01-13,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,NightMare Enterprises,PR,9814.6
1484,2014-01-13,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,NightMare Enterprises,RJ,8706.44
1485,2014-01-13,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,NightMare Enterprises,RR,8986.28
1486,2014-01-13,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,NightMare Enterprises,SC,6457.11
1487,2014-01-13,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,NightMare Enterprises,TO,7855.93
1778,2014-01-16,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Wolfram & Hart,AC,3147.23
1779,2014-01-16,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Wolfram & Hart,AL,6099.45
1780,2014-01-16,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Wolfram & Hart,AM,5307.69
1781,2014-01-16,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Wolfram & Hart,AP,9733.54
1782,2014-01-16,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Wolfram & Hart,BA,5288.89
1783,2014-01-16,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Wolfram & Hart,CE,7720.85
1784,2014-01-16,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Wolfram & Hart,ES,6139.88
1785,2014-01-16,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Wolfram & Hart,MG,8299.1
1786,2014-01-16,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Wolfram & Hart,MS,9383.53
1787,2014-01-16,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Wolfram & Hart,MT,1077.96
1788,2014-01-16,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Wolfram & Hart,PB,3212.31
1789,2014-01-16,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Wolfram & Hart,RN,9171.11
1790,2014-01-16,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Wolfram & Hart,RS,2171.92
1791,2014-01-16,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Wolfram & Hart,SC,9308.42
1792,2014-01-16,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Wolfram & Hart,SE,2391.54
1793,2014-01-16,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Wolfram & Hart,SP,5108.3
1794,2014-01-16,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Wolfram & Hart,TO,8883.26
2135,2014-01-19,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Planet Express,AC,6934.79
2136,2014-01-19,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Planet Express,AP,1162.13
2137,2014-01-19,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Planet Express,BA,1450.77
2138,2014-01-19,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Planet Express,CE,1608.98
2139,2014-01-19,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Planet Express,ES,4551.69
2140,2014-01-19,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Planet Express,MA,9445.27
2141,2014-01-19,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Planet Express,MS,6442.65
2142,2014-01-19,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Planet Express,PA,3624.32
2143,2014-01-19,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Planet Express,PB,3522.59
2144,2014-01-19,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Planet Express,PI,5028.6
2145,2014-01-19,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Planet Express,PR,6333.49
2146,2014-01-19,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Planet Express,RJ,4907.3
2147,2014-01-19,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Planet Express,RN,8330.4
2148,2014-01-19,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Planet Express,RR,5972.03
2417,2014-01-21,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Daily Star,AL,9441.92
2418,2014-01-21,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Daily Star,AP,5577.94
2419,2014-01-21,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Daily Star,GO,3015.97
2420,2014-01-21,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Daily Star,MG,6836.11
2421,2014-01-21,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Daily Star,PA,3688.35
2422,2014-01-21,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Daily Star,PB,4114.46
2423,2014-01-21,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Daily Star,PE,3667.06
2424,2014-01-21,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Daily Star,PI,2994.8
2425,2014-01-21,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Daily Star,RJ,4332.53
2426,2014-01-21,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Daily Star,RO,6899.15
2427,2014-01-21,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Daily Star,RR,9091.18
2428,2014-01-21,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Daily Star,RS,7960.93
2429,2014-01-21,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Daily Star,SE,2400.99
2430,2014-01-21,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Daily Star,SP,4142.08
2431,2014-01-21,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Daily Star,TO,8714.16
2846,2014-01-25,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Omni Consumer Products,AC,7619.15
2847,2014-01-25,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Omni Consumer Products,AM,2767.23
2848,2014-01-25,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Omni Consumer Products,BA,3816.28
2849,2014-01-25,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Omni Consumer Products,CE,7900.09
2850,2014-01-25,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Omni Consumer Products,ES,4119.99
2851,2014-01-25,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Omni Consumer Products,GO,8653.74
2852,2014-01-25,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Omni Consumer Products,MT,6194.1
2853,2014-01-25,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Omni Consumer Products,PE,1821.06
2854,2014-01-25,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Omni Consumer Products,RO,3691.01
2855,2014-01-25,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Omni Consumer Products,RR,2189.5
2856,2014-01-25,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Omni Consumer Products,RS,1204.44
2857,2014-01-25,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Omni Consumer Products,SC,9720.55
2858,2014-01-25,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Omni Consumer Products,SP,4003.58
2859,2014-01-25,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Omni Consumer Products,TO,7307.67
2860,2014-01-25,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Wolfram & Hart,ES,5555.94
2861,2014-01-25,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Wolfram & Hart,MA,8353.57
2862,2014-01-25,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Wolfram & Hart,MG,4975.42
2863,2014-01-25,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Wolfram & Hart,MS,7374.29
2864,2014-01-25,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Wolfram & Hart,MT,3564.33
2865,2014-01-25,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Wolfram & Hart,RO,2893.69
2866,2014-01-25,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Wolfram & Hart,RR,5014.51
2867,2014-01-25,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Wolfram & Hart,SC,2574.52
2868,2014-01-25,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Wolfram & Hart,TO,7470.42
3130,2014-01-28,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,"Crane, Poole & Schmidt",AC,1345.98
3131,2014-01-28,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,"Crane, Poole & Schmidt",AP,6644.39
3132,2014-01-28,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,"Crane, Poole & Schmidt",GO,9619.09
3133,2014-01-28,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,"Crane, Poole & Schmidt",MA,3757.03
3134,2014-01-28,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,"Crane, Poole & Schmidt",MG,1981.63
3135,2014-01-28,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,"Crane, Poole & Schmidt",PB,8981.47
3136,2014-01-28,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,"Crane, Poole & Schmidt",PE,1317.44
3137,2014-01-28,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,"Crane, Poole & Schmidt",PI,9538.65
3138,2014-01-28,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,"Crane, Poole & Schmidt",PR,5810.01
3139,2014-01-28,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,"Crane, Poole & Schmidt",RR,4464.88
3140,2014-01-28,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,"Crane, Poole & Schmidt",RS,1921.14
3232,2014-01-29,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,InGen,AP,5852.97
3233,2014-01-29,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,InGen,ES,8656.99
3234,2014-01-29,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,InGen,MS,3160.28
3235,2014-01-29,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,InGen,MT,6750.51
3236,2014-01-29,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,InGen,PB,5097.28
3237,2014-01-29,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,InGen,PE,4469.86
3238,2014-01-29,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,InGen,PI,4654.58
3239,2014-01-29,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,InGen,PR,1305.91
3240,2014-01-29,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,InGen,RJ,1447.29
3346,2014-01-30,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,InGen,AC,5972.66
3347,2014-01-30,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,InGen,AL,6621.22
3348,2014-01-30,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,InGen,BA,3320.41
3349,2014-01-30,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,InGen,CE,9296.38
3350,2014-01-30,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,InGen,ES,1630.71
3351,2014-01-30,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,InGen,GO,5355.66
3352,2014-01-30,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,InGen,RJ,8499.46
3353,2014-01-30,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,InGen,RR,8579.28
3354,2014-01-30,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,InGen,RS,3632.53
3355,2014-01-30,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,InGen,SE,9987.71
3356,2014-01-30,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,InGen,TO,2671.78
3542,2014-02-01,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Megacorporação,AP,8392.9
3543,2014-02-01,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Megacorporação,CE,9602.61
3544,2014-02-01,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Megacorporação,ES,9022.1
3545,2014-02-01,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Megacorporação,GO,2755.88
3546,2014-02-01,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Megacorporação,MS,7917.3
3547,2014-02-01,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Megacorporação,PE,7875.34
3548,2014-02-01,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Megacorporação,PI,9636.41
3549,2014-02-01,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Megacorporação,SC,1620.2
3550,2014-02-01,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Megacorporação,SP,9043.78
3710,2014-02-02,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Planeta Diário,AC,6452.22
3711,2014-02-02,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Planeta Diário,AL,1837.94
3712,2014-02-02,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Planeta Diário,AM,4351.68
3713,2014-02-02,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Planeta Diário,GO,6257.72
3714,2014-02-02,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Planeta Diário,MS,5800.2
3715,2014-02-02,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Planeta Diário,PB,7555.86
3716,2014-02-02,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Planeta Diário,PE,8193.01
3717,2014-02-02,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Planeta Diário,RR,6284.57
3718,2014-02-02,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Planeta Diário,RS,1825.95
3719,2014-02-02,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Planeta Diário,SC,8440.27
3720,2014-02-02,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Planeta Diário,SE,3177.09
3721,2014-02-02,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Planeta Diário,SP,3846.99
3722,2014-02-02,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Planeta Diário,TO,3898.38
3890,2014-02-04,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,"WarioWare, Inc.",AC,2236.8
3891,2014-02-04,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,"WarioWare, Inc.",AL,6975.24
3892,2014-02-04,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,"WarioWare, Inc.",AM,2239.51
3893,2014-02-04,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,"WarioWare, Inc.",AP,1036.36
3894,2014-02-04,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,"WarioWare, Inc.",CE,8928.3
3895,2014-02-04,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,"WarioWare, Inc.",MA,5051.9
3896,2014-02-04,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,"WarioWare, Inc.",MT,7878.67
3897,2014-02-04,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,"WarioWare, Inc.",PE,9942.36
3898,2014-02-04,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,"WarioWare, Inc.",PR,6700.51
3899,2014-02-04,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,"WarioWare, Inc.",RN,8859.57
3900,2014-02-04,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,"WarioWare, Inc.",RO,5061.23
3901,2014-02-04,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,"WarioWare, Inc.",RR,8540.47
3902,2014-02-04,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,"WarioWare, Inc.",SP,3215.23
3903,2014-02-04,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,"WarioWare, Inc.",TO,8605.23
4050,2014-02-05,Kaique Monteiro Gonçalves,Supervisor de Vendas Jr.,Grupo Capivara,AC,8119.84
