,Data,Vendedor,Cargo,Cliente,UF,Vendas
851,2014-01-08,Bryan da Rocha,Gerente Regional Jr.,Cyberdyne Systems,AL,8856.59
852,2014-01-08,Bryan da Rocha,Gerente Regional Jr.,Cyberdyne Systems,AM,2569.2
853,2014-01-08,Bryan da Rocha,Gerente Regional Jr.,Cyberdyne Systems,GO,8013.96
854,2014-01-08,Bryan da Rocha,Gerente Regional Jr.,Cyberdyne Systems,MS,6803.57
855,2014-01-08,Bryan da Rocha,Gerente Regional Jr.,Cyberdyne Systems,MT,9947.88
856,2014-01-08,Bryan da Rocha,Gerente Regional Jr.,Cyberdyne Systems,PA,9996.4
857,2014-01-08,Bryan da Rocha,Gerente Regional Jr.,Cyberdyne Systems,PB,6386.79
858,2014-01-08,Bryan da Rocha,Gerente Regional Jr.,Cyberdyne Systems,PE,5157.32
859,2014-01-08,Bryan da Rocha,Gerente Regional Jr.,Cyberdyne Systems,PI,9102.22
860,2014-01-08,Bryan da Rocha,Gerente Regional Jr.,Cyberdyne Systems,RJ,9094.45
861,2014-01-08,Bryan da Rocha,Gerente Regional Jr.,Cyberdyne Systems,RR,5886.45
862,2014-01-08,Bryan da Rocha,Gerente Regional Jr.,Cyberdyne Systems,RS,1550.69
863,2014-01-08,Bryan da Rocha,Gerente Regional Jr.,Cyberdyne Systems,SE,9778.56
864,2014-01-08,Bryan da Rocha,Gerente Regional Jr.,Cyberdyne Systems,SP,4400.7
974,2014-01-09,Bryan da Rocha,Gerente Regional Jr.,Oceanic Airlines,AP,4621.3
975,2014-01-09,Bryan da Rocha,Gerente Regional Jr.,Oceanic Airlines,BA,1703.41
976,2014-01-09,Bryan da Rocha,Gerente Regional Jr.,Oceanic Airlines,CE,7865.18
977,2014-01-09,Bryan da Rocha,Gerente Regional Jr.,Oceanic Airlines,ES,7652.77
978,2014-01-09,Bryan da Rocha,Gerente Regional Jr.,Oceanic Airlines,GO,5836.73
979,2014-01-09,Bryan da Rocha,Gerente Regional Jr.,Oceanic Airlines,PB,9320.46
980,2014-01-09,Bryan da Rocha,Gerente Regional Jr.,Oceanic Airlines,PE,8746.78
981,2014-01-09,Bryan da Rocha,Gerente Regional Jr.,Oceanic Airlines,RJ,5874.29
982,2014-01-09,Bryan da Rocha,Gerente Regional Jr.,Oceanic Airlines,RN,7144.46
983,2014-01-09,Bryan da Rocha,Gerente Regional Jr.,Oceanic Airlines,RO,9037.65
984,2014-01-09,Bryan da Rocha,Gerente Regional Jr.,Oceanic Airlines,RS,6336.87
985,2014-01-09,Bryan da Rocha,Gerente Regional Jr.,Oceanic Airlines,SC,5854.29
986,2014-01-09,Bryan da Rocha,Gerente Regional Jr.,Oceanic Airlines,SP,6582.24
987,2014-01-09,Bryan da Rocha,Gerente Regional Jr.,Oceanic Airlines,TO,9533.4
1129,2014-01-10,Bryan da Rocha,Gerente Regional Jr.,Cyberdyne Systems,AC,3618.58
1130,2014-01-10,Bryan da Rocha,Gerente Regional Jr.,Cyberdyne Systems,AL,5282.2
1131,2014-01-10,Bryan da Rocha,Gerente Regional Jr.,Cyberdyne Systems,AM,9353.03
1132,2014-01-10,Bryan da Rocha,Gerente Regional Jr.,Cyberdyne Systems,AP,8368.27
1133,2014-01-10,Bryan da Rocha,Gerente Regional Jr.,Cyberdyne Systems,BA,7168.39
1134,2014-01-10,Bryan da Rocha,Gerente Regional Jr.,Cyberdyne Systems,CE,4545.16
1135,2014-01-10,Bryan da Rocha,Gerente Regional Jr.,Cyberdyne Systems,GO,4126.16
1136,2014-01-10,Bryan da Rocha,Gerente Regional Jr.,Cyberdyne Systems,MA,7676.87
1137,2014-01-10,Bryan da Rocha,Gerente Regional Jr.,Cyberdyne Systems,MS,3598.59
1138,2014-01-10,Bryan da Rocha,Gerente Regional Jr.,Cyberdyne Systems,PB,2200.14
1139,2014-01-10,Bryan da Rocha,Gerente Regional Jr.,Cyberdyne Systems,PE,4121.49
1140,2014-01-10,Bryan da Rocha,Gerente Regional Jr.,Cyberdyne Systems,RJ,9205.38
1141,2014-01-10,Bryan da Rocha,Gerente Regional Jr.,Cyberdyne Systems,RO,4761.35
1142,2014-01-10,Bryan da Rocha,Gerente Regional Jr.,Daily Star,AM,7075.45
1143,2014-01-10,Bryan da Rocha,Gerente Regional Jr.,Daily Star,ES,8857.2
1144,2014-01-10,Bryan da Rocha,Gerente Regional Jr.,Daily Star,GO,2861.44
1145,2014-01-10,Bryan da Rocha,Gerente Regional Jr.,Daily Star,MG,6833.4
1146,2014-01-10,Bryan da Rocha,Gerente Regional Jr.,Daily Star,MT,6991.5
1147,2014-01-10,Bryan da Rocha,Gerente Regional Jr.,Daily Star,PI,8105.7
1148,2014-01-10,Bryan da Rocha,Gerente Regional Jr.,Daily Star,RR,4669.23
1149,2014-01-10,Bryan da Rocha,Gerente Regional Jr.,Daily Star,RS,3072.73
1150,2014-01-10,Bryan da Rocha,Gerente Regional Jr.,Daily Star,SE,8122.97
1151,2014-01-10,Bryan da Rocha,Gerente Regional Jr.,Daily Star,TO,2123.65
1314,2014-01-12,Bryan da Rocha,Gerente Regional Jr.,Hanso Foundation,AL,3939.64
1315,2014-01-12,Bryan da Rocha,Gerente Regional Jr.,Hanso Foundation,AM,9110.24
1316,2014-01-12,Bryan da Rocha,Gerente Regional Jr.,Hanso Foundation,AP,2377.95
1317,2014-01-12,Bryan da Rocha,Gerente Regional Jr.,Hanso Foundation,BA,9890.9
1318,2014-01-12,Bryan da Rocha,Gerente Regional Jr.,Hanso Foundation,ES,3055.22
1319,2014-01-12,Bryan da Rocha,Gerente Regional Jr.,Hanso Foundation,MG,2774.09
1320,2014-01-12,Bryan da Rocha,Gerente Regional Jr.,Hanso Foundation,PB,5627.44
1321,2014-01-12,Bryan da Rocha,Gerente Regional Jr.,Hanso Foundation,PI,1098.26
1322,2014-01-12,Bryan da Rocha,Gerente Regional Jr.,Hanso Foundation,RJ,9324.54
1420,2014-01-13,Bryan da Rocha,Gerente Regional Jr.,"Crane, Poole & Schmidt",AM,1237.59
1421,2014-01-13,Bryan da Rocha,Gerente Regional Jr.,"Crane, Poole & Schmidt",CE,4266.64
1422,2014-01-13,Bryan da Rocha,Gerente Regional Jr.,"Crane, Poole & Schmidt",MG,1382.51
1423,2014-01-13,Bryan da Rocha,Gerente Regional Jr.,"Crane, Poole & Schmidt",MS,3866.02
1424,2014-01-13,Bryan da Rocha,Gerente Regional Jr.,"Crane, Poole & Schmidt",PE,2692.57
1425,2014-01-13,Bryan da Rocha,Gerente Regional Jr.,"Crane, Poole & Schmidt",PI,1026.48
1426,2014-01-13,Bryan da Rocha,Gerente Regional Jr.,"Crane, Poole & Schmidt",RN,4460.23
1427,2014-01-13,Bryan da Rocha,Gerente Regional Jr.,"Crane, Poole & Schmidt",RO,1526.24
1428,2014-01-13,Bryan da Rocha,Gerente Regional Jr.,"Crane, Poole & Schmidt",RR,1335.85
1429,2014-01-13,Bryan da Rocha,Gerente Regional Jr.,"Crane, Poole & Schmidt",SC,4209.26
1430,2014-01-13,Bryan da Rocha,Gerente Regional Jr.,"Crane, Poole & Schmidt",SE,4357.34
1431,2014-01-13,Bryan da Rocha,Gerente Regional Jr.,"Crane, Poole & Schmidt",TO,5658.12
1853,2014-01-17,Bryan da Rocha,Gerente Regional Jr.,Weyland-Yutani,AL,6247.03
1854,2014-01-17,Bryan da Rocha,Gerente Regional Jr.,Weyland-Yutani,AM,1470.47
1855,2014-01-17,Bryan da Rocha,Gerente Regional Jr.,Weyland-Yutani,CE,7368.81
1856,2014-01-17,Bryan da Rocha,Gerente Regional Jr.,Weyland-Yutani,ES,1936.51
1857,2014-01-17,Bryan da Rocha,Gerente Regional Jr.,Weyland-Yutani,MA,5492.18
1858,2014-01-17,Bryan da Rocha,Gerente Regional Jr.,Weyland-Yutani,PA,8822.7
1859,2014-01-17,Bryan da Rocha,Gerente Regional Jr.,Weyland-Yutani,RJ,7964.46
1860,2014-01-17,Bryan da Rocha,Gerente Regional Jr.,Weyland-Yutani,RO,4544.9
1861,2014-01-17,Bryan da Rocha,Gerente Regional Jr.,Weyland-Yutani,RS,1878.47
1862,2014-01-17,Bryan da Rocha,Gerente Regional Jr.,Weyland-Yutani,SP,9422.17
1863,2014-01-17,Bryan da Rocha,Gerente Regional Jr.,Weyland-Yutani,TO,1675.27
1950,2014-01-18,Bryan da Rocha,Gerente Regional Jr.,Civil Emergency and Defense Agency,AC,3103.91
1951,2014-01-18,Bryan da Rocha,Gerente Regional Jr.,Civil Emergency and Defense Agency,BA,8042.12
1952,2014-01-18,Bryan da Rocha,Gerente Regional Jr.,Civil Emergency and Defense Agency,CE,1886.42
1953,2014-01-18,Bryan da Rocha,Gerente Regional Jr.,Civil Emergency and Defense Agency,ES,7365.21
1954,2014-01-18,Bryan da Rocha,Gerente Regional Jr.,Civil Emergency and Defense Agency,MG,1330.74
1955,2014-01-18,Bryan da Rocha,Gerente Regional Jr.,Civil Emergency and Defense Agency,MS,4998.88
1956,2014-01-18,Bryan da Rocha,Gerente Regional Jr.,Civil Emergency and Defense Agency,PB,9912.1
1957,2014-01-18,Bryan da Rocha,Gerente Regional Jr.,Civil Emergency and Defense Agency,PI,2953.74
1958,2014-01-18,Bryan da Rocha,Gerente Regional Jr.,Civil Emergency and Defense Agency,PR,9558.18
1959,2014-01-18,Bryan da Rocha,Gerente Regional Jr.,Civil Emergency and Defense Agency,RO,7309.42
1960,2014-01-18,Bryan da Rocha,Gerente Regional Jr.,Civil Emergency and Defense Agency,RR,6218.16
1961,2014-01-18,Bryan da Rocha,Gerente Regional Jr.,Civil Emergency and Defense Agency,SC,7190.21
1962,2014-01-18,Bryan da Rocha,Gerente Regional Jr.,Civil Emergency and Defense Agency,SP,4876.51
1963,2014-01-18,Bryan da Rocha,Gerente Regional Jr.,Civil Emergency and Defense Agency,TO,7951.34
1964,2014-01-18,Bryan da Rocha,Gerente Regional Jr.,Oceanic Airlines,AL,9974.67
1965,2014-01-18,Bryan da Rocha,Gerente Regional Jr.,Oceanic Airlines,AM,3171.24
1966,2014-01-18,Bryan da Rocha,Gerente Regional Jr.,Oceanic Airlines,AP,6296.8
1967,2014-01-18,Bryan da Rocha,Gerente Regional Jr.,Oceanic Airlines,BA,6535.87
1968,2014-01-18,Bryan da Rocha,Gerente Regional Jr.,Oceanic Airlines,ES,8652.4
1969,2014-01-18,Bryan da Rocha,Gerente Regional Jr.,Oceanic Airlines,MA,1426.43
1970,2014-01-18,Bryan da Rocha,Gerente Regional Jr.,Oceanic Airlines,MG,1919.72
1971,2014-01-18,Bryan da Rocha,Gerente Regional Jr.,Oceanic Airlines,PA,6201.87
1972,2014-01-18,Bryan da Rocha,Gerente Regional Jr.,Oceanic Airlines,PI,5720.65
1973,2014-01-18,Bryan da Rocha,Gerente Regional Jr.,Oceanic Airlines,RJ,4029.67
1974,2014-01-18,Bryan da Rocha,Gerente Regional Jr.,Oceanic Airlines,RN,6741.98
1975,2014-01-18,Bryan da Rocha,Gerente Regional Jr.,Oceanic Airlines,RO,3403.92
1976,2014-01-18,Bryan da Rocha,Gerente Regional Jr.,Oceanic Airlines,RR,5623.95
1977,2014-01-18,Bryan da Rocha,Gerente Regional Jr.,Oceanic Airlines,SE,3319.21
1978,2014-01-18,Bryan da Rocha,Gerente Regional Jr.,Oceanic Airlines,SP,1459.3
2355,2014-01-21,Bryan da Rocha,Gerente Regional Jr.,"WarioWare, Inc.",AL,9275.57
2356,2014-01-21,Bryan da Rocha,Gerente Regional Jr.,"WarioWare, Inc.",AM,1176.07
2357,2014-01-21,Bryan da Rocha,Gerente Regional Jr.,"WarioWare, Inc.",AP,9898.22
2358,2014-01-21,Bryan da Rocha,Gerente Regional Jr.,"WarioWare, Inc.",BA,4819.09
2359,2014-01-21,Bryan da Rocha,Gerente Regional Jr.,"WarioWare, Inc.",CE,4913.8
2360,2014-01-21,Bryan da Rocha,Gerente Regional Jr.,"WarioWare, Inc.",GO,9409.12
2361,2014-01-21,Bryan da Rocha,Gerente Regional Jr.,"WarioWare, Inc.",MG,4000.3
2362,2014-01-21,Bryan da Rocha,Gerente Regional Jr.,"WarioWare, Inc.",MS,5670.35
2363,2014-01-21,Bryan da Rocha,Gerente Regional Jr.,"WarioWare, Inc.",PI,2149.58
2364,2014-01-21,Bryan da Rocha,Gerente Regional Jr.,"WarioWare, Inc.",RJ,4037.99
2365,2014-01-21,Bryan da Rocha,Gerente Regional Jr.,"WarioWare, Inc.",RN,4502.39
2366,2014-01-21,Bryan da Rocha,Gerente Regional Jr.,"WarioWare, Inc.",RO,5982.83
2367,2014-01-21,Bryan da Rocha,Gerente Regional Jr.,"WarioWare, Inc.",SC,7016.65
2368,2014-01-21,Bryan da Rocha,Gerente Regional Jr.,"WarioWare, Inc.",SE,8682.47
2472,2014-01-22,Bryan da Rocha,Gerente Regional Jr.,Stark Industries,AC,6781.41
2473,2014-01-22,Bryan da Rocha,Gerente Regional Jr.,Stark Industries,AL,1983.74
2474,2014-01-22,Bryan da Rocha,Gerente Regional Jr.,Stark Industries,BA,1761.37
2475,2014-01-22,Bryan da Rocha,Gerente Regional Jr.,Stark Industries,GO,2992.62
2476,2014-01-22,Bryan da Rocha,Gerente Regional Jr.,Stark Industries,MA,9408.01
2477,2014-01-22,Bryan da Rocha,Gerente Regional Jr.,Stark Industries,MT,6967.08
2478,2014-01-22,Bryan da Rocha,Gerente Regional Jr.,Stark Industries,PA,4209.5
2479,2014-01-22,Bryan da Rocha,Gerente Regional Jr.,Stark Industries,PB,9268.57
2480,2014-01-22,Bryan da Rocha,Gerente Regional Jr.,Stark Industries,PI,7200.14
2481,2014-01-22,Bryan da Rocha,Gerente Regional Jr.,Stark Industries,PR,8674.32
2482,2014-01-22,Bryan da Rocha,Gerente Regional Jr.,Stark Industries,RO,8269.39
2483,2014-01-22,Bryan da Rocha,Gerente Regional Jr.,Stark Industries,RS,4455.69
2484,2014-01-22,Bryan da Rocha,Gerente Regional Jr.,Stark Industries,SP,5322.2
2485,2014-01-22,Bryan da Rocha,Gerente Regional Jr.,Stark Industries,TO,4902.24
2777,2014-01-25,Bryan da Rocha,Gerente Regional Jr.,Clarim Diário,AL,4354.92
2778,2014-01-25,Bryan da Rocha,Gerente Regional Jr.,Clarim Diário,AP,2643.41
2779,2014-01-25,Bryan da Rocha,Gerente Regional Jr.,Clarim Diário,BA,4883.54
2780,2014-01-25,Bryan da Rocha,Gerente Regional Jr.,Clarim Diário,ES,3835.05
2781,2014-01-25,Bryan da Rocha,Gerente Regional Jr.,Clarim Diário,MA,4418.59
2782,2014-01-25,Bryan da Rocha,Gerente Regional Jr.,Clarim Diário,MG,2085.27
2783,2014-01-25,Bryan da Rocha,Gerente Regional Jr.,Clarim Diário,MS,8114.49
2784,2014-01-25,Bryan da Rocha,Gerente Regional Jr.,Clarim Diário,PB,6387.82
2785,2014-01-25,Bryan da Rocha,Gerente Regional Jr.,Clarim Diário,PI,2024.42
2786,2014-01-25,Bryan da Rocha,Gerente Regional Jr.,Clarim Diário,PR,8980.54
2787,2014-01-25,Bryan da Rocha,Gerente Regional Jr.,Clarim Diário,RJ,9887.48
2788,2014-01-25,Bryan da Rocha,Gerente Regional Jr.,Clarim Diário,RN,6178.1
2789,2014-01-25,Bryan da Rocha,Gerente Regional Jr.,Clarim Diário,RR,5277.66
2790,2014-01-25,Bryan da Rocha,Gerente Regional Jr.,Clarim Diário,RS,7156.87
2791,2014-01-25,Bryan da Rocha,Gerente Regional Jr.,Clarim Diário,SC,6763.47
2792,2014-01-25,Bryan da Rocha,Gerente Regional Jr.,Clarim Diário,SP,6449.05
2793,2014-01-25,Bryan da Rocha,Gerente Regional Jr.,Clarim Diário,TO,2066.32
3084,2014-01-28,Bryan da Rocha,Gerente Regional Jr.,Omni Consumer Products,BA,9484.24
3085,2014-01-28,Bryan da Rocha,Gerente Regional Jr.,Omni Consumer Products,ES,5454.79
3086,2014-01-28,Bryan da Rocha,Gerente Regional Jr.,Omni Consumer Products,GO,3340.83
3087,2014-01-28,Bryan da Rocha,Gerente Regional Jr.,Omni Consumer Products,MG,3820.01
3088,2014-01-28,Bryan da Rocha,Gerente Regional Jr.,Omni Consumer Products,MT,2667.62
3089,2014-01-28,Bryan da Rocha,Gerente Regional Jr.,Omni Consumer Products,PA,6849.07
3090,2014-01-28,Bryan da Rocha,Gerente Regional Jr.,Omni Consumer Products,PB,7157.4
3091,2014-01-28,Bryan da Rocha,Gerente Regional Jr.,Omni Consumer Products,PE,9401.58
3092,2014-01-28,Bryan da Rocha,Gerente Regional Jr.,Omni Consumer Products,PI,6249.28
3093,2014-01-28,Bryan da Rocha,Gerente Regional Jr.,Omni Consumer Products,PR,6784.96
3094,2014-01-28,Bryan da Rocha,Gerente Regional Jr.,Omni Consumer Products,RO,3067.23
3095,2014-01-28,Bryan da Rocha,Gerente Regional Jr.,Omni Consumer Products,RR,8175.73
3096,2014-01-28,Bryan da Rocha,Gerente Regional Jr.,Omni Consumer Products,SC,5809.64
3097,2014-01-28,Bryan da Rocha,Gerente Regional Jr.,Omni Consumer Products,SE,7123.88
3098,2014-01-28,Bryan da Rocha,Gerente Regional Jr.,Omni Consumer Products,SP,8431.02
3263,2014-01-30,Bryan da Rocha,Gerente Regional Jr.,InGen,AC,7419.72
3264,2014-01-30,Bryan da Rocha,Gerente Regional Jr.,InGen,AL,8381.52
3265,2014-01-30,Bryan da Rocha,Gerente Regional Jr.,InGen,AP,9071.68
3266,2014-01-30,Bryan da Rocha,Gerente Regional Jr.,InGen,ES,3662.91
3267,2014-01-30,Bryan da Rocha,Gerente Regional Jr.,InGen,MA,5349.56
3268,2014-01-30,Bryan da Rocha,Gerente Regional Jr.,InGen,MG,6460.49
3269,2014-01-30,Bryan da Rocha,Gerente Regional Jr.,InGen,PE,7818.28
3270,2014-01-30,Bryan da Rocha,Gerente Regional Jr.,InGen,PI,7475.01
3271,2014-01-30,Bryan da Rocha,Gerente Regional Jr.,InGen,RO,9233.2
3272,2014-01-30,Bryan da Rocha,Gerente Regional Jr.,InGen,SC,5322.43
3273,2014-01-30,Bryan da Rocha,Gerente Regional Jr.,InGen,SP,5059.62
3274,2014-01-30,Bryan da Rocha,Gerente Regional Jr.,LexCorp,AC,4459.84
3275,2014-01-30,Bryan da Rocha,Gerente Regional Jr.,LexCorp,AL,5193.13
3276,2014-01-30,Bryan da Rocha,Gerente Regional Jr.,LexCorp,AM,6224.73
3277,2014-01-30,Bryan da Rocha,Gerente Regional Jr.,LexCorp,AP,1623.05
3278,2014-01-30,Bryan da Rocha,Gerente Regional Jr.,LexCorp,CE,6175.17
3279,2014-01-30,Bryan da Rocha,Gerente Regional Jr.,LexCorp,MS,9937.02
3280,2014-01-30,Bryan da Rocha,Gerente Regional Jr.,LexCorp,MT,9960.88
