,Data,Vendedor,Cargo,Cliente,UF,Vendas
1285,2014-01-11,Liz Azevedo Santos,Vendedor Pl.,Daily Star,PI,5427.19
1286,2014-01-11,Liz Azevedo Santos,Vendedor Pl.,Daily Star,RO,6384.78
1287,2014-01-11,Liz Azevedo Santos,Vendedor Pl.,Daily Star,RS,3740.77
1288,2014-01-11,Liz Azevedo Santos,Vendedor Pl.,Daily Star,SC,5274.45
1289,2014-01-11,Liz Azevedo Santos,Vendedor Pl.,Daily Star,SE,5334.86
1290,2014-01-11,Liz Azevedo Santos,Vendedor Pl.,Daily Star,SP,2982.57
1291,2014-01-11,Liz Azevedo Santos,Vendedor Pl.,Oceanic Airlines,AC,3639.01
1292,2014-01-11,Liz Azevedo Santos,Vendedor Pl.,Oceanic Airlines,AL,7515.31
1293,2014-01-11,Liz Azevedo Santos,Vendedor Pl.,Oceanic Airlines,AP,3133.09
1294,2014-01-11,Liz Azevedo Santos,Vendedor Pl.,Oceanic Airlines,BA,8064.12
1295,2014-01-11,Liz Azevedo Santos,Vendedor Pl.,Oceanic Airlines,ES,7647.22
1296,2014-01-11,Liz Azevedo Santos,Vendedor Pl.,Oceanic Airlines,MA,9707.34
1297,2014-01-11,Liz Azevedo Santos,Vendedor Pl.,Oceanic Airlines,MS,5285.55
1298,2014-01-11,Liz Azevedo Santos,Vendedor Pl.,Oceanic Airlines,MT,7597.62
1299,2014-01-11,Liz Azevedo Santos,Vendedor Pl.,Oceanic Airlines,PA,4016.58
1300,2014-01-11,Liz Azevedo Santos,Vendedor Pl.,Oceanic Airlines,PE,6201.25
1301,2014-01-11,Liz Azevedo Santos,Vendedor Pl.,Oceanic Airlines,RR,9621.75
1302,2014-01-11,Liz Azevedo Santos,Vendedor Pl.,Oceanic Airlines,RS,4614.53
1303,2014-01-11,Liz Azevedo Santos,Vendedor Pl.,Oceanic Airlines,SP,8459.11
1304,2014-01-11,Liz Azevedo Santos,Vendedor Pl.,Oceanic Airlines,TO,1544.38
1597,2014-01-14,Liz Azevedo Santos,Vendedor Pl.,Weyland-Yutani,AC,7101.36
1598,2014-01-14,Liz Azevedo Santos,Vendedor Pl.,Weyland-Yutani,AL,1092.28
1599,2014-01-14,Liz Azevedo Santos,Vendedor Pl.,Weyland-Yutani,AP,9166.32
1600,2014-01-14,Liz Azevedo Santos,Vendedor Pl.,Weyland-Yutani,BA,6659.6
1601,2014-01-14,Liz Azevedo Santos,Vendedor Pl.,Weyland-Yutani,CE,1468.08
1602,2014-01-14,Liz Azevedo Santos,Vendedor Pl.,Weyland-Yutani,PA,5790.2
1603,2014-01-14,Liz Azevedo Santos,Vendedor Pl.,Weyland-Yutani,PR,1649.91
1604,2014-01-14,Liz Azevedo Santos,Vendedor Pl.,Weyland-Yutani,RN,1885.61
1605,2014-01-14,Liz Azevedo Santos,Vendedor Pl.,Weyland-Yutani,SE,5032.74
1606,2014-01-14,Liz Azevedo Santos,Vendedor Pl.,Weyland-Yutani,TO,4896.86
1816,2014-01-16,Liz Azevedo Santos,Vendedor Pl.,Clarim Diário,AL,3063.6
1817,2014-01-16,Liz Azevedo Santos,Vendedor Pl.,Clarim Diário,ES,5518.98
1818,2014-01-16,Liz Azevedo Santos,Vendedor Pl.,Clarim Diário,GO,2160.19
1819,2014-01-16,Liz Azevedo Santos,Vendedor Pl.,Clarim Diário,PA,2461.13
1820,2014-01-16,Liz Azevedo Santos,Vendedor Pl.,Clarim Diário,PB,2642.32
1821,2014-01-16,Liz Azevedo Santos,Vendedor Pl.,Clarim Diário,PI,4983.7
1822,2014-01-16,Liz Azevedo Santos,Vendedor Pl.,Clarim Diário,RO,6961.98
1823,2014-01-16,Liz Azevedo Santos,Vendedor Pl.,Clarim Diário,RR,7514.54
1824,2014-01-16,Liz Azevedo Santos,Vendedor Pl.,Clarim Diário,RS,1266.02
1825,2014-01-16,Liz Azevedo Santos,Vendedor Pl.,Clarim Diário,SC,8889.36
1826,2014-01-16,Liz Azevedo Santos,Vendedor Pl.,Clarim Diário,SE,4989.64
1827,2014-01-16,Liz Azevedo Santos,Vendedor Pl.,Clarim Diário,SP,5714.8
1890,2014-01-17,Liz Azevedo Santos,Vendedor Pl.,Oceanic Airlines,AL,8363.37
1891,2014-01-17,Liz Azevedo Santos,Vendedor Pl.,Oceanic Airlines,AM,5312.04
1892,2014-01-17,Liz Azevedo Santos,Vendedor Pl.,Oceanic Airlines,CE,4932.29
1893,2014-01-17,Liz Azevedo Santos,Vendedor Pl.,Oceanic Airlines,MA,4992.92
1894,2014-01-17,Liz Azevedo Santos,Vendedor Pl.,Oceanic Airlines,MS,4159.78
1895,2014-01-17,Liz Azevedo Santos,Vendedor Pl.,Oceanic Airlines,MT,3213.97
1896,2014-01-17,Liz Azevedo Santos,Vendedor Pl.,Oceanic Airlines,PA,8091.06
1897,2014-01-17,Liz Azevedo Santos,Vendedor Pl.,Oceanic Airlines,PB,3429.66
1898,2014-01-17,Liz Azevedo Santos,Vendedor Pl.,Oceanic Airlines,PE,3190.65
1899,2014-01-17,Liz Azevedo Santos,Vendedor Pl.,Oceanic Airlines,RJ,3381.25
1900,2014-01-17,Liz Azevedo Santos,Vendedor Pl.,Oceanic Airlines,RN,4677.44
1901,2014-01-17,Liz Azevedo Santos,Vendedor Pl.,Oceanic Airlines,RO,8949.75
1902,2014-01-17,Liz Azevedo Santos,Vendedor Pl.,Oceanic Airlines,RR,9209.0
1903,2014-01-17,Liz Azevedo Santos,Vendedor Pl.,Oceanic Airlines,SE,6582.21
2149,2014-01-19,Liz Azevedo Santos,Vendedor Pl.,"Crane, Poole & Schmidt",AM,4855.8
2150,2014-01-19,Liz Azevedo Santos,Vendedor Pl.,"Crane, Poole & Schmidt",ES,1315.37
2151,2014-01-19,Liz Azevedo Santos,Vendedor Pl.,"Crane, Poole & Schmidt",MT,3783.68
2152,2014-01-19,Liz Azevedo Santos,Vendedor Pl.,"Crane, Poole & Schmidt",PI,4180.16
2153,2014-01-19,Liz Azevedo Santos,Vendedor Pl.,"Crane, Poole & Schmidt",RJ,1010.44
2154,2014-01-19,Liz Azevedo Santos,Vendedor Pl.,"Crane, Poole & Schmidt",RN,6082.08
2155,2014-01-19,Liz Azevedo Santos,Vendedor Pl.,"Crane, Poole & Schmidt",RO,6494.26
2156,2014-01-19,Liz Azevedo Santos,Vendedor Pl.,"Crane, Poole & Schmidt",RR,2747.42
2157,2014-01-19,Liz Azevedo Santos,Vendedor Pl.,"Crane, Poole & Schmidt",RS,8039.91
2158,2014-01-19,Liz Azevedo Santos,Vendedor Pl.,"Crane, Poole & Schmidt",SC,9003.31
2159,2014-01-19,Liz Azevedo Santos,Vendedor Pl.,"Crane, Poole & Schmidt",SP,2528.8
2251,2014-01-20,Liz Azevedo Santos,Vendedor Pl.,Grupo Capivara,AC,6952.81
2252,2014-01-20,Liz Azevedo Santos,Vendedor Pl.,Grupo Capivara,AM,6835.24
2253,2014-01-20,Liz Azevedo Santos,Vendedor Pl.,Grupo Capivara,AP,7309.97
2254,2014-01-20,Liz Azevedo Santos,Vendedor Pl.,Grupo Capivara,BA,9181.36
2255,2014-01-20,Liz Azevedo Santos,Vendedor Pl.,Grupo Capivara,MG,4317.95
2256,2014-01-20,Liz Azevedo Santos,Vendedor Pl.,Grupo Capivara,MT,5506.16
2257,2014-01-20,Liz Azevedo Santos,Vendedor Pl.,Grupo Capivara,PA,3759.58
2258,2014-01-20,Liz Azevedo Santos,Vendedor Pl.,Grupo Capivara,PI,3789.46
2259,2014-01-20,Liz Azevedo Santos,Vendedor Pl.,Grupo Capivara,PR,8411.88
2260,2014-01-20,Liz Azevedo Santos,Vendedor Pl.,Grupo Capivara,RJ,3827.55
2261,2014-01-20,Liz Azevedo Santos,Vendedor Pl.,Grupo Capivara,RO,3339.84
2262,2014-01-20,Liz Azevedo Santos,Vendedor Pl.,Grupo Capivara,RR,1430.42
2263,2014-01-20,Liz Azevedo Santos,Vendedor Pl.,Grupo Capivara,RS,2069.1
2264,2014-01-20,Liz Azevedo Santos,Vendedor Pl.,Grupo Capivara,SC,3516.31
2265,2014-01-20,Liz Azevedo Santos,Vendedor Pl.,Grupo Capivara,SE,8448.28
2266,2014-01-20,Liz Azevedo Santos,Vendedor Pl.,Grupo Capivara,SP,8464.74
2267,2014-01-20,Liz Azevedo Santos,Vendedor Pl.,Grupo Capivara,TO,8036.3
2268,2014-01-20,Liz Azevedo Santos,Vendedor Pl.,Queen Industries,AC,5542.65
2269,2014-01-20,Liz Azevedo Santos,Vendedor Pl.,Queen Industries,AP,6604.6
2270,2014-01-20,Liz Azevedo Santos,Vendedor Pl.,Queen Industries,BA,9456.11
2271,2014-01-20,Liz Azevedo Santos,Vendedor Pl.,Queen Industries,CE,9493.74
2272,2014-01-20,Liz Azevedo Santos,Vendedor Pl.,Queen Industries,GO,3506.44
2273,2014-01-20,Liz Azevedo Santos,Vendedor Pl.,Queen Industries,MA,4890.22
2274,2014-01-20,Liz Azevedo Santos,Vendedor Pl.,Queen Industries,MT,8880.18
2275,2014-01-20,Liz Azevedo Santos,Vendedor Pl.,Queen Industries,PA,5254.51
2276,2014-01-20,Liz Azevedo Santos,Vendedor Pl.,Queen Industries,PB,8389.51
2277,2014-01-20,Liz Azevedo Santos,Vendedor Pl.,Queen Industries,PI,4203.34
2278,2014-01-20,Liz Azevedo Santos,Vendedor Pl.,Queen Industries,PR,9692.32
2279,2014-01-20,Liz Azevedo Santos,Vendedor Pl.,Queen Industries,RO,4317.36
2280,2014-01-20,Liz Azevedo Santos,Vendedor Pl.,Queen Industries,RR,8708.73
2281,2014-01-20,Liz Azevedo Santos,Vendedor Pl.,Queen Industries,SC,2242.53
2282,2014-01-20,Liz Azevedo Santos,Vendedor Pl.,Queen Industries,SP,2623.05
2283,2014-01-20,Liz Azevedo Santos,Vendedor Pl.,Queen Industries,TO,3167.64
2528,2014-01-22,Liz Azevedo Santos,Vendedor Pl.,Civil Emergency and Defense Agency,AC,8892.42
2529,2014-01-22,Liz Azevedo Santos,Vendedor Pl.,Civil Emergency and Defense Agency,AL,2844.86
2530,2014-01-22,Liz Azevedo Santos,Vendedor Pl.,Civil Emergency and Defense Agency,AP,2634.02
2531,2014-01-22,Liz Azevedo Santos,Vendedor Pl.,Civil Emergency and Defense Agency,CE,2751.7
2532,2014-01-22,Liz Azevedo Santos,Vendedor Pl.,Civil Emergency and Defense Agency,ES,7957.04
2533,2014-01-22,Liz Azevedo Santos,Vendedor Pl.,Civil Emergency and Defense Agency,GO,5814.79
2534,2014-01-22,Liz Azevedo Santos,Vendedor Pl.,Civil Emergency and Defense Agency,MG,5864.65
2535,2014-01-22,Liz Azevedo Santos,Vendedor Pl.,Civil Emergency and Defense Agency,MS,8770.27
2536,2014-01-22,Liz Azevedo Santos,Vendedor Pl.,Civil Emergency and Defense Agency,MT,7437.79
2537,2014-01-22,Liz Azevedo Santos,Vendedor Pl.,Civil Emergency and Defense Agency,PE,4798.29
2538,2014-01-22,Liz Azevedo Santos,Vendedor Pl.,Civil Emergency and Defense Agency,PI,8406.48
2539,2014-01-22,Liz Azevedo Santos,Vendedor Pl.,Civil Emergency and Defense Agency,RS,6282.53
2540,2014-01-22,Liz Azevedo Santos,Vendedor Pl.,Civil Emergency and Defense Agency,SC,1633.91
2541,2014-01-22,Liz Azevedo Santos,Vendedor Pl.,Civil Emergency and Defense Agency,SE,2589.81
2542,2014-01-22,Liz Azevedo Santos,Vendedor Pl.,Civil Emergency and Defense Agency,SP,7375.64
2703,2014-01-24,Liz Azevedo Santos,Vendedor Pl.,ACME,BA,7798.13
2704,2014-01-24,Liz Azevedo Santos,Vendedor Pl.,ACME,CE,6901.82
2705,2014-01-24,Liz Azevedo Santos,Vendedor Pl.,ACME,MT,2582.26
2706,2014-01-24,Liz Azevedo Santos,Vendedor Pl.,ACME,PA,9928.85
2707,2014-01-24,Liz Azevedo Santos,Vendedor Pl.,ACME,PE,8802.93
2708,2014-01-24,Liz Azevedo Santos,Vendedor Pl.,ACME,PI,3734.63
2709,2014-01-24,Liz Azevedo Santos,Vendedor Pl.,ACME,RN,7597.33
2710,2014-01-24,Liz Azevedo Santos,Vendedor Pl.,ACME,RO,6140.21
2711,2014-01-24,Liz Azevedo Santos,Vendedor Pl.,ACME,RR,7421.2
2712,2014-01-24,Liz Azevedo Santos,Vendedor Pl.,ACME,RS,7620.41
2713,2014-01-24,Liz Azevedo Santos,Vendedor Pl.,ACME,SC,4552.66
2714,2014-01-24,Liz Azevedo Santos,Vendedor Pl.,ACME,SP,7070.74
2715,2014-01-24,Liz Azevedo Santos,Vendedor Pl.,Planeta Diário,AP,7777.74
2716,2014-01-24,Liz Azevedo Santos,Vendedor Pl.,Planeta Diário,BA,7448.83
2717,2014-01-24,Liz Azevedo Santos,Vendedor Pl.,Planeta Diário,GO,1864.11
2718,2014-01-24,Liz Azevedo Santos,Vendedor Pl.,Planeta Diário,MS,1601.52
2719,2014-01-24,Liz Azevedo Santos,Vendedor Pl.,Planeta Diário,MT,8766.13
2720,2014-01-24,Liz Azevedo Santos,Vendedor Pl.,Planeta Diário,PB,5152.94
2721,2014-01-24,Liz Azevedo Santos,Vendedor Pl.,Planeta Diário,RO,1642.93
2722,2014-01-24,Liz Azevedo Santos,Vendedor Pl.,Planeta Diário,RS,1989.36
2723,2014-01-24,Liz Azevedo Santos,Vendedor Pl.,Planeta Diário,SE,1398.84
2724,2014-01-24,Liz Azevedo Santos,Vendedor Pl.,Planeta Diário,SP,7761.3
2725,2014-01-24,Liz Azevedo Santos,Vendedor Pl.,Planeta Diário,TO,5366.58
2882,2014-01-25,Liz Azevedo Santos,Vendedor Pl.,Megacorporação,AC,5608.96
2883,2014-01-25,Liz Azevedo Santos,Vendedor Pl.,Megacorporação,AM,8815.7
2884,2014-01-25,Liz Azevedo Santos,Vendedor Pl.,Megacorporação,BA,6028.47
2885,2014-01-25,Liz Azevedo Santos,Vendedor Pl.,Megacorporação,ES,9436.91
2886,2014-01-25,Liz Azevedo Santos,Vendedor Pl.,Megacorporação,MS,3103.54
2887,2014-01-25,Liz Azevedo Santos,Vendedor Pl.,Megacorporação,PA,7224.48
2888,2014-01-25,Liz Azevedo Santos,Vendedor Pl.,Megacorporação,PB,4227.33
2889,2014-01-25,Liz Azevedo Santos,Vendedor Pl.,Megacorporação,PE,3350.67
2890,2014-01-25,Liz Azevedo Santos,Vendedor Pl.,Megacorporação,PI,3139.39
2891,2014-01-25,Liz Azevedo Santos,Vendedor Pl.,Megacorporação,PR,3518.51
2892,2014-01-25,Liz Azevedo Santos,Vendedor Pl.,Megacorporação,RN,6984.27
2893,2014-01-25,Liz Azevedo Santos,Vendedor Pl.,Megacorporação,RO,8941.71
2894,2014-01-25,Liz Azevedo Santos,Vendedor Pl.,Megacorporação,RS,4190.57
2895,2014-01-25,Liz Azevedo Santos,Vendedor Pl.,Megacorporação,SC,9432.38
2896,2014-01-25,Liz Azevedo Santos,Vendedor Pl.,Megacorporação,TO,1995.6
2897,2014-01-25,Liz Azevedo Santos,Vendedor Pl.,"WarioWare, Inc.",AP,3794.75
2898,2014-01-25,Liz Azevedo Santos,Vendedor Pl.,"WarioWare, Inc.",ES,9769.06
2899,2014-01-25,Liz Azevedo Santos,Vendedor Pl.,"WarioWare, Inc.",MA,2260.16
2900,2014-01-25,Liz Azevedo Santos,Vendedor Pl.,"WarioWare, Inc.",PB,6486.1
2901,2014-01-25,Liz Azevedo Santos,Vendedor Pl.,"WarioWare, Inc.",PE,4182.52
2902,2014-01-25,Liz Azevedo Santos,Vendedor Pl.,"WarioWare, Inc.",PR,2872.69
2903,2014-01-25,Liz Azevedo Santos,Vendedor Pl.,"WarioWare, Inc.",RR,6757.61
2904,2014-01-25,Liz Azevedo Santos,Vendedor Pl.,"WarioWare, Inc.",SE,3637.41
2905,2014-01-25,Liz Azevedo Santos,Vendedor Pl.,"WarioWare, Inc.",TO,5453.55
2943,2014-01-26,Liz Azevedo Santos,Vendedor Pl.,Wayne Enterprises,AM,3737.77
2944,2014-01-26,Liz Azevedo Santos,Vendedor Pl.,Wayne Enterprises,BA,6992.5
2945,2014-01-26,Liz Azevedo Santos,Vendedor Pl.,Wayne Enterprises,CE,9080.51
2946,2014-01-26,Liz Azevedo Santos,Vendedor Pl.,Wayne Enterprises,GO,7206.74
2947,2014-01-26,Liz Azevedo Santos,Vendedor Pl.,Wayne Enterprises,MA,7898.34
2948,2014-01-26,Liz Azevedo Santos,Vendedor Pl.,Wayne Enterprises,MG,5005.85
2949,2014-01-26,Liz Azevedo Santos,Vendedor Pl.,Wayne Enterprises,PA,2242.39
2950,2014-01-26,Liz Azevedo Santos,Vendedor Pl.,Wayne Enterprises,PB,4343.61
2951,2014-01-26,Liz Azevedo Santos,Vendedor Pl.,Wayne Enterprises,PI,7979.36
2952,2014-01-26,Liz Azevedo Santos,Vendedor Pl.,Wayne Enterprises,RO,4806.95
2953,2014-01-26,Liz Azevedo Santos,Vendedor Pl.,Wayne Enterprises,RR,3659.77
2954,2014-01-26,Liz Azevedo Santos,Vendedor Pl.,Wayne Enterprises,RS,1252.02
2955,2014-01-26,Liz Azevedo Santos,Vendedor Pl.,Wayne Enterprises,SC,2603.6
2956,2014-01-26,Liz Azevedo Santos,Vendedor Pl.,Wayne Enterprises,SE,5223.91
3141,2014-01-28,Liz Azevedo Santos,Vendedor Pl.,InGen,CE,8703.55
3142,2014-01-28,Liz Azevedo Santos,Vendedor Pl.,InGen,ES,6322.86
3143,2014-01-28,Liz Azevedo Santos,Vendedor Pl.,InGen,GO,4591.02
3144,2014-01-28,Liz Azevedo Santos,Vendedor Pl.,InGen,MT,7011.32
3145,2014-01-28,Liz Azevedo Santos,Vendedor Pl.,InGen,PA,6902.67
3146,2014-01-28,Liz Azevedo Santos,Vendedor Pl.,InGen,PB,4792.01
3147,2014-01-28,Liz Azevedo Santos,Vendedor Pl.,InGen,PR,3829.9
3148,2014-01-28,Liz Azevedo Santos,Vendedor Pl.,InGen,RR,5668.49
3149,2014-01-28,Liz Azevedo Santos,Vendedor Pl.,InGen,RS,8663.79
3150,2014-01-28,Liz Azevedo Santos,Vendedor Pl.,InGen,SC,4923.51
3151,2014-01-28,Liz Azevedo Santos,Vendedor Pl.,InGen,SE,8876.48
3152,2014-01-28,Liz Azevedo Santos,Vendedor Pl.,InGen,SP,7382.6
3442,2014-01-31,Liz Azevedo Santos,Vendedor Pl.,Civil Emergency and Defense Agency,AM,6758.54
3443,2014-01-31,Liz Azevedo Santos,Vendedor Pl.,Civil Emergency and Defense Agency,AP,8175.88
3444,2014-01-31,Liz Azevedo Santos,Vendedor Pl.,Civil Emergency and Defense Agency,MA,6765.85
3445,2014-01-31,Liz Azevedo Santos,Vendedor Pl.,Civil Emergency and Defense Agency,MS,4884.98
3446,2014-01-31,Liz Azevedo Santos,Vendedor Pl.,Civil Emergency and Defense Agency,PB,2017.35
3447,2014-01-31,Liz Azevedo Santos,Vendedor Pl.,Civil Emergency and Defense Agency,PR,3289.66
3448,2014-01-31,Liz Azevedo Santos,Vendedor Pl.,Civil Emergency and Defense Agency,RN,1673.31
3449,2014-01-31,Liz Azevedo Santos,Vendedor Pl.,Civil Emergency and Defense Agency,RO,4123.55
3450,2014-01-31,Liz Azevedo Santos,Vendedor Pl.,Civil Emergency and Defense Agency,SC,3135.73
3451,2014-01-31,Liz Azevedo Santos,Vendedor Pl.,Civil Emergency and Defense Agency,SE,5263.04
3452,2014-01-31,Liz Azevedo Santos,Vendedor Pl.,Civil Emergency and Defense Agency,SP,6458.51
3565,2014-02-01,Liz Azevedo Santos,Vendedor Pl.,Daily Star,AM,2147.01
3566,2014-02-01,Liz Azevedo Santos,Vendedor Pl.,Daily Star,AP,3765.15
3567,2014-02-01,Liz Azevedo Santos,Vendedor Pl.,Daily Star,BA,8430.26
3568,2014-02-01,Liz Azevedo Santos,Vendedor Pl.,Daily Star,GO,6499.93
3569,2014-02-01,Liz Azevedo Santos,Vendedor Pl.,Daily Star,MG,4759.45
3570,2014-02-01,Liz Azevedo Santos,Vendedor Pl.,Daily Star,MS,9687.24
3571,2014-02-01,Liz Azevedo Santos,Vendedor Pl.,Daily Star,PB,7661.44
3572,2014-02-01,Liz Azevedo Santos,Vendedor Pl.,Daily Star,RJ,2586.41
3573,2014-02-01,Liz Azevedo Santos,Vendedor Pl.,Daily Star,RN,3853.52
3574,2014-02-01,Liz Azevedo Santos,Vendedor Pl.,Daily Star,RR,9506.97
3575,2014-02-01,Liz Azevedo Santos,Vendedor Pl.,Daily Star,SC,3413.23
3576,2014-02-01,Liz Azevedo Santos,Vendedor Pl.,Omni Consumer Products,AL,7653.4
3577,2014-02-01,Liz Azevedo Santos,Vendedor Pl.,Omni Consumer Products,AM,7666.48
3578,2014-02-01,Liz Azevedo Santos,Vendedor Pl.,Omni Consumer Products,GO,8650.14
